experiment,instance_id,cost,summary_cost,has_summary,summary_count,turn_count,mean_reasoning_tokens,mean_completion_tokens,mean_prompt_tokens,outcome,strategy,scaffold
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-13852,0.3213,0.0,False,0,15,0,39,7978,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-13877,0.915,0.0,False,0,21,0,43,9282,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-13878,0.617,0.0,False,0,39,0,89,9795,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-13974,0.2616,0.0,False,0,9,0,46,9537,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-14248,1.3208,0.0,False,0,52,0,34,8725,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-14531,0.2824,0.0,False,0,14,0,68,6283,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-14976,1.5487,0.0,False,0,48,0,43,10345,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-15017,0.8383,0.0,False,0,36,0,59,6168,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-15345,0.1705,0.0,False,0,9,0,23,5254,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-15599,0.1512,0.0,False,0,14,0,24,7414,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-15875,0.1844,0.0,False,0,10,0,65,4269,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-15976,0.9035,0.0,False,0,30,0,55,5450,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-16450,0.0639,0.0,False,0,8,0,16,4480,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-16597,0.4186,0.0,False,0,21,0,44,4908,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-16792,0.1125,0.0,False,0,8,0,33,2993,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-17139,0.1011,0.0,False,0,13,0,22,5298,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-17318,0.0463,0.0,False,0,5,0,17,3820,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-17630,0.2623,0.0,False,0,13,0,47,4841,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-18189,0.4299,0.0,False,0,12,0,31,4891,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-18199,0.0915,0.0,False,0,11,0,35,3688,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-18211,0.1637,0.0,False,0,12,0,30,5763,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-18698,0.2912,0.0,False,0,8,0,52,5178,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-18763,0.2628,0.0,False,0,17,0,56,5073,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-19040,0.3584,0.0,False,0,22,0,50,5154,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-19495,2.1407,0.0,False,0,65,0,58,12394,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-19637,0.3553,0.0,False,0,17,0,94,7336,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-19783,0.25,0.0,False,0,16,0,28,3723,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-20154,0.602,0.0,False,0,28,0,25,7138,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-20428,1.1469,0.0,False,0,48,0,61,11611,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-20438,0.548,0.0,False,0,19,0,28,5304,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-20590,2.9488,0.0,False,0,62,0,26,9205,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-20801,0.6222,0.0,False,0,25,0,31,8344,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-20916,0.5354,0.0,False,0,14,0,36,5472,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-21379,0.0745,0.0,False,0,8,0,48,2244,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-21596,0.7596,0.0,False,0,41,0,46,7190,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-21612,0.7342,0.0,False,0,20,0,25,5473,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-21930,0.1363,0.0,False,0,15,0,35,2923,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-22080,1.5558,0.0,False,0,37,0,42,9134,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-23262,0.9798,0.0,False,0,44,0,75,10269,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-23413,0.547,0.0,False,0,18,0,48,7482,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-23824,0.6074,0.0,False,0,35,0,37,10511,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-24066,0.7106,0.0,False,0,36,0,56,8817,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-24213,0.1191,0.0,False,0,10,0,68,3570,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-24539,0.0616,0.0,False,0,4,0,40,3350,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-24562,2.0439,0.0,False,0,32,0,59,8903,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_N_1_M_10-collect_reasoning.0-verified-500,sympy__sympy-24661,0.512,0.0,False,0,29,0,110,7593,0,Observation Masking,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,astropy__astropy-7336,0.1216,0.0,False,0,10,0,42,3858,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-10914,0.0721,0.0,False,0,9,0,12,5334,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-10973,0.9194,0.0,False,0,42,0,127,4449,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-11066,0.0191,0.0,False,0,3,0,21,2836,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-11095,0.0391,0.0,False,0,6,0,22,2866,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-11099,0.0354,0.0,False,0,8,0,21,1697,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-11119,0.0317,0.0,False,0,6,0,14,2569,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-11133,0.944,0.0,False,0,60,0,22,6056,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-11163,0.1785,0.0,False,0,19,0,55,5154,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-11276,0.0746,0.0,False,0,6,0,17,2785,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-11451,0.069,0.0,False,0,7,0,34,2639,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-11603,0.0574,0.0,False,0,7,0,22,3442,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-11848,2.3106,0.0,False,0,45,0,72,18615,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-11880,0.026,0.0,False,0,4,0,20,2615,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-12050,0.0348,0.0,False,0,6,0,17,3052,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-12143,0.0651,0.0,False,0,6,0,98,3840,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-12155,0.0368,0.0,False,0,5,0,24,2891,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-12193,0.1766,0.0,False,0,10,0,37,4703,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-12419,0.0461,0.0,False,0,8,0,13,2654,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-12713,0.1834,0.0,False,0,9,0,79,4880,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-13089,0.7528,0.0,False,0,30,0,64,6926,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-13109,0.0307,0.0,False,0,5,0,17,3170,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-13279,0.2741,0.0,False,0,11,0,32,5516,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-13343,0.5624,0.0,False,0,12,0,46,5834,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-13363,0.0635,0.0,False,0,5,0,30,3095,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-13410,0.0563,0.0,False,0,5,0,31,4067,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-13516,0.2118,0.0,False,0,10,0,18,4750,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-13658,0.0765,0.0,False,0,9,0,22,4041,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-13786,0.0191,0.0,False,0,4,0,20,2334,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-13810,0.1445,0.0,False,0,6,0,21,3014,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-13820,0.2571,0.0,False,0,19,0,91,6302,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-13821,0.0982,0.0,False,0,10,0,20,3591,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-14053,0.4346,0.0,False,0,27,0,68,9911,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-14089,0.0781,0.0,False,0,9,0,34,3102,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-14238,0.3141,0.0,False,0,20,0,23,5395,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-14373,0.0918,0.0,False,0,12,0,20,3909,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-14500,0.2215,0.0,False,0,10,0,29,4622,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-14539,0.2473,0.0,False,0,10,0,18,4369,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-14752,0.2195,0.0,False,0,10,0,69,4162,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-14765,0.026,0.0,False,0,4,0,20,2604,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-14787,0.4405,0.0,False,0,27,0,35,3747,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-14855,0.11,0.0,False,0,13,0,72,4664,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-15037,0.5296,0.0,False,0,21,0,97,6820,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-15104,0.0769,0.0,False,0,9,0,42,3993,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-15277,0.4193,0.0,False,0,24,0,32,7912,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-15315,0.5985,0.0,False,0,37,0,37,9859,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-15368,0.0652,0.0,False,0,5,0,21,3654,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-15380,0.1328,0.0,False,0,6,0,19,3355,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-15467,0.065,0.0,False,0,9,0,84,4032,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-15499,0.237,0.0,False,0,23,0,59,6064,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-15569,0.1831,0.0,False,0,20,0,28,5387,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-15731,0.5272,0.0,False,0,36,0,55,12858,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-15741,0.0521,0.0,False,0,7,0,18,3652,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-15851,0.0752,0.0,False,0,8,0,18,2068,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-15863,0.2532,0.0,False,0,21,0,55,6072,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-15930,3.9466,0.0,False,0,100,0,30,28204,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-15987,0.0884,0.0,False,0,12,0,17,4320,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-16032,0.5375,0.0,False,0,33,0,85,8998,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-16136,0.3883,0.0,False,0,18,0,45,2686,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-16333,0.0276,0.0,False,0,5,0,17,2978,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-16485,0.2696,0.0,False,0,7,0,17,3322,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-16493,0.2403,0.0,False,0,8,0,35,3838,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-16569,0.0384,0.0,False,0,7,0,48,2989,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-16595,0.6396,0.0,False,0,51,0,60,7222,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-16662,0.0775,0.0,False,0,5,0,22,2920,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-16801,0.0366,0.0,False,0,6,0,29,3483,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,django__django-17029,0.0554,0.0,False,0,9,0,16,3131,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,matplotlib__matplotlib-13989,1.5346,0.0,False,0,33,0,29,12247,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,matplotlib__matplotlib-20859,0.0769,0.0,False,0,10,0,23,4570,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,matplotlib__matplotlib-24149,0.0848,0.0,False,0,12,0,28,4398,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,matplotlib__matplotlib-25287,0.1035,0.0,False,0,13,0,33,4688,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,matplotlib__matplotlib-26113,0.2293,0.0,False,0,14,0,62,10370,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,matplotlib__matplotlib-26342,0.0991,0.0,False,0,8,0,11,3995,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,pallets__flask-5014,0.0887,0.0,False,0,11,0,44,4136,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,psf__requests-2317,0.081,0.0,False,0,6,0,16,3820,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,pydata__xarray-3151,0.2491,0.0,False,0,11,0,42,3854,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,pydata__xarray-4075,0.0552,0.0,False,0,6,0,16,3559,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,pydata__xarray-4629,0.1691,0.0,False,0,13,0,72,5830,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,pydata__xarray-4966,0.1353,0.0,False,0,9,0,126,4397,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,pydata__xarray-6721,0.3595,0.0,False,0,14,0,42,8352,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,pylint-dev__pylint-6903,0.0316,0.0,False,0,4,0,18,3127,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,pylint-dev__pylint-7277,0.3101,0.0,False,0,17,0,42,13585,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,pytest-dev__pytest-5262,0.3719,0.0,False,0,22,0,41,8648,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,pytest-dev__pytest-5809,0.4895,0.0,False,0,20,0,44,8921,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,pytest-dev__pytest-6202,0.5474,0.0,False,0,24,0,22,5382,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,pytest-dev__pytest-7205,0.0585,0.0,False,0,7,0,24,3885,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,pytest-dev__pytest-7982,0.026,0.0,False,0,5,0,17,2339,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,pytest-dev__pytest-8399,0.0298,0.0,False,0,5,0,17,2907,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,scikit-learn__scikit-learn-10844,0.1194,0.0,False,0,7,0,51,4547,1,Raw Agent,sweagent
local-Qwen3-32B_thinking-baseline_raw-collect_reasoning.0-verified-500,scikit-learn__scikit-learn-11310,0.1606,0.0,False,0,12,0,56,4121,1,Raw Agent,sweagent
